id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,prob_func,prob_repair,prob_nonfunc,dist_nearest_functional_km,n_nonfunc_in_area,priority_score,likelihood_nonfunc,impact_score,score_population,score_dist_nearest_functional_km,score_n_nonfunc_in_area,score_quantity
34563,1000.0,2013-02-27,Danida,902,DWE,35.32614212,-10.78296998,Kwa Mhagama,0,Ruvuma / Southern Coast,Kasama,Ruvuma,10,2,Songea Rural,Magagura,96.0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa mbinga mh,True,1986,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.6414529359845283,0.3454708708453622,0.013076193170109633,5.7765346067140015,8.0,0.8,0.013,5.9,3.4,7.4,4.6,10
53896,0.0,2011-03-18,Rc,2093,RC,34.5690371,-9.31020225,Manyiso Kilawa,0,Rufiji,Nyalule,Iringa,11,4,Njombe,Igosi,15.0,True,GeoData Consultants Ltd,VWC,Samaria,True,2006,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9804427785757587,0.00045417180828428327,0.019103049615957154,1.3507374836746868,3.0,0.8,0.019,4.3,2.1,4.3,2.5,10
66826,200.0,2013-01-18,Dwe,1250,DWE,30.31945814,-4.31430319,Kwa Staford,0,Lake Tanganyika,Rusesa,Kigoma,16,2,Kasulu,Kitagata,450.0,True,GeoData Consultants Ltd,Water authority,Nyachenda,True,2003,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9603227183600996,0.02721478753888336,0.01246249410101701,0.6662510458335137,1.0,0.8,0.012,6.3,8.3,3.0,1.6,10
68122,0.0,2011-03-17,Rc,2162,RC,34.54979862,-9.38124829,Highness,0,Lake Nyasa,Mifugi,Iringa,11,4,Njombe,Igosi,25.0,True,GeoData Consultants Ltd,VWC,Uhekule,True,2004,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9771242304270714,0.0009475148108450156,0.021928254762083887,0.2874914420579926,2.0,0.8,0.022,3.7,2.2,1.8,2.0,10
74030,2200.0,2011-02-25,Danida,1711,DANID,35.37783505,-7.96423496,none,0,Rufiji,Mkwawa,Iringa,11,1,Iringa Rural,Maboga,950.0,True,GeoData Consultants Ltd,VWC,Maboga,True,1983,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9874045046858649,0.0009634132512479733,0.011632082062887059,0.19058492661052595,5.0,0.8,0.012,6.8,9.7,1.5,3.4,10
42432,500.0,2011-07-04,Unicef,1798,DWE,34.70534261,-9.1394961,Kwa Batweli Fute,0,Rufiji,Ngelele,Iringa,11,4,Njombe,Mdandu,45.0,True,GeoData Consultants Ltd,WUA,wanging'ombe water supply s,True,1978,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.8320531846344276,0.15241497361738376,0.01553184174818849,1.0390893516601165,14.0,0.8,0.016,4.9,2.5,3.8,6.6,10
3326,10.0,2013-03-22,Miziriol,1425,Miziriol,35.61557318,-3.50167311,Kwa Keso,0,Internal,Qaru,Arusha,24,30,Karatu,Endabash,609.0,True,GeoData Consultants Ltd,VWC,Endawasu,True,1994,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,0.9880635185504049,0.0003138701448022817,0.011622611304792613,2.6210621709285604,0.0,0.8,0.012,6.8,9.5,5.8,1.2,7
20497,0.0,2011-03-17,Rc,2176,RC,34.555163,-9.38054715,Kwa Daudi,0,Lake Nyasa,Simikinye,Iringa,11,4,Njombe,Igosi,25.0,True,GeoData Consultants Ltd,VWC,Uhekule,True,2004,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9792610108428695,0.0009141814775116821,0.019824807679618948,0.5936563023441009,2.0,0.8,0.02,3.9,2.2,2.8,2.0,10
36924,300.0,2011-03-30,Ikela Wa,265,Ikela Wa,36.96139722,-7.691492599999999,Ufadhili,0,Rufiji,Nyandeo,Morogoro,5,3,Kilombero,Kidatu,165.0,True,GeoData Consultants Ltd,Company,Ikela Wa,True,2005,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.8020421470266719,0.18540824843264345,0.012549604540684942,0.7165077927082498,15.0,0.8,0.013,6.3,6.1,3.1,6.8,10
7836,500.0,2011-03-26,Caritas,328,DWE,36.40008988,-8.66837489,Shuleni,0,Rufiji,Ibuta,Morogoro,5,4,Ulanga,Itete,753.0,True,GeoData Consultants Ltd,Water Board,Itete wa,True,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.9730532046788302,0.015301567507944832,0.011645227813224622,0.3150595386247835,2.0,0.8,0.012,6.6,9.6,1.9,2.0,10
40844,0.0,2011-03-08,Kijij,0,Musa,35.86232601,-6.38307658,Mbugani,0,Rufiji,Mwinyi,Dodoma,1,4,Chamwino,Mvumi Makulu,150.0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.9676719173884395,0.013583599057842647,0.018744483553717762,0.21382251793516943,18.0,0.8,0.019,4.5,5.0,1.6,7.5,5
19028,0.0,2011-03-20,World Bank,0,Rhobi,36.72297926,-6.08231065,Kwa Meki,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Pandambili,150.0,True,GeoData Consultants Ltd,VWC,Pand,False,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.9824185499598594,0.0008893481174343346,0.016692101922706214,0.42610521359471454,14.0,0.8,0.017,4.6,5.0,2.3,6.6,5
63331,0.0,2011-03-08,Malec,0,Musa,35.8625125,-6.38116258,Matengo,0,Rufiji,Mwinyi,Dodoma,1,4,Chamwino,Mvumi Makulu,150.0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.9676719173884395,0.013583599057842647,0.018744483553717762,0.21382251793516943,18.0,0.8,0.019,4.5,5.0,1.6,7.5,5
16777,500.0,2011-03-09,Dhv,829,DWE,36.71608582,-8.7497657,Kitope,0,Rufiji,Makunganya,Morogoro,5,4,Ulanga,Isongo,80.0,True,GeoData Consultants Ltd,WUA,Isongo w,True,1995,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.96687736515304,0.01553687831291665,0.017585756534043512,1.3071276625051464,3.0,0.8,0.018,4.7,3.2,4.2,2.5,10
12703,0.0,2013-03-17,Lawatefuka Water Supply,1235,Lawatefuka water sup,37.03673386,-3.23109296,Kwaveneranda Mushi,0,Pangani,Ndarara,Kilimanjaro,3,7,Siha,Siha Kati,1.0,True,GeoData Consultants Ltd,Water Board,BL Kosata,True,2002,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9793985046535384,0.0021498971813733495,0.018451598165087988,0.8645210459087219,17.0,0.8,0.018,4.6,1.5,3.4,7.3,10
26049,3000.0,2011-03-16,Roman,1111,wanan,35.09296823,-9.87827301,none,0,Lake Nyasa,Mavanga,Iringa,11,5,Ludewa,Mavanga,200.0,True,GeoData Consultants Ltd,VWC,Roman,False,2005,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9759276512415628,0.00987668047554466,0.014195668282892619,1.0121096659978024,4.0,0.8,0.014,5.9,6.4,3.7,3.0,10
23947,0.0,2011-03-08,Government Of Tanzania,0,JACKS,35.90838603,-6.39467581,Veterinary,0,Rufiji,Malecela B,Dodoma,1,4,Chamwino,Mvumi Mission,150.0,True,GeoData Consultants Ltd,VWC,MVUM,True,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.9794132304226211,0.007497410845676991,0.013089358731702269,5.250706509207075,23.0,0.8,0.013,6.1,5.0,7.2,8.4,5
37866,0.0,2011-02-23,Twe,1981,TWE,34.71545122,-9.64314753,none,0,Lake Nyasa,Godauni,Iringa,11,4,Njombe,Matola,50.0,False,GeoData Consultants Ltd,VWC,Mangil,True,2007,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9735706525201134,0.005371125091332303,0.021058222388554444,0.41394426458952804,3.0,0.8,0.021,4.0,2.7,2.3,2.5,10
72914,500.0,2013-10-02,Danida,501,DANIDA,34.63074845,-11.03930325,Kilopola,0,Lake Nyasa,Lushoto 'A',Ruvuma,10,3,Mbinga,Kihagara,50.0,True,GeoData Consultants Ltd,VWC,DANIDA,True,1992,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9708500287695588,0.012566734319746614,0.016583236910694896,0.4895635409672038,13.0,0.8,0.017,4.7,2.7,2.5,6.3,10
11312,200.0,2011-03-29,Irish Ai,271,DWE,36.89752748,-7.80349481,Kwamwamba,0,Rufiji,Kisiwani,Morogoro,5,3,Kilombero,Mkula,300.0,True,GeoData Consultants Ltd,WUA,Mwanihan,True,2003,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,0.5533020924076356,0.43409164515315113,0.012606262439213202,1.6208670746911271,21.0,0.8,0.013,6.2,7.2,4.6,8.2,5
56149,0.0,2013-02-28,Mission,950,Mission,35.38644741,-10.73095783,Kwa Ommary,0,Ruvuma / Southern Coast,Mhalule B,Ruvuma,10,2,Songea Rural,Magagura,96.0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa mbinga mh,True,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.9674325210341005,0.01712907150656204,0.015438407459337633,0.35613238702392064,16.0,0.8,0.015,4.9,3.4,2.1,7.1,10
44607,1000.0,2011-03-02,Danida,1625,DANID,35.61562385,-7.87029042,none,0,Rufiji,Winome,Iringa,11,1,Iringa Rural,Mseke,1.0,True,GeoData Consultants Ltd,VWC,Meseke,True,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9789896587832848,0.001520546045096819,0.019489795171618442,0.33149921529926457,21.0,0.8,0.019,4.3,1.5,2.0,8.2,10
22353,50.0,2013-02-12,Government Of Tanzania,1530,Government,36.55969502,-5.30983689,Nation Housing (Nhc),0,Internal,Kanisani,Manyara,21,4,Kiteto,Kibaya,1.0,False,GeoData Consultants Ltd,Water Board,KIUWASSA,False,1997,submersible,submersible,submersible,water board,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.6968990630940347,0.2684004465829894,0.034700490322975584,0.25465797119277866,1.0,0.8,0.035,2.3,1.5,1.7,1.6,5
19449,5.0,2013-03-30,Ces (gmbh),1068,DWE,37.28913808,-3.29268646,Kwa Joseph Mushi,0,Pangani,Maribeneth,Kilimanjaro,3,4,Moshi Rural,Kindi,30.0,True,GeoData Consultants Ltd,Water Board,Lyamungo umbwe water supply,True,2007,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.984109606958608,0.001869911992036315,0.014020481049355644,1.610586109591821,28.0,0.8,0.014,5.4,2.3,4.6,8.9,10
38351,1000.0,2011-03-02,Danida,1625,DANID,35.61717056,-7.86773301,none,0,Rufiji,Winome,Iringa,11,1,Iringa Rural,Mseke,1.0,True,GeoData Consultants Ltd,VWC,Meseke,True,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.979001678014054,0.001520546045096819,0.01947777594084921,0.33149921529926457,21.0,0.8,0.019,4.3,1.5,2.0,8.2,10
18921,0.0,2011-03-27,Lvia,0,LVIA,36.14781655,-6.22536449,Ofisini,0,Wami / Ruvu,Mapinduzi,Dodoma,1,4,Chamwino,Ikowa,150.0,True,GeoData Consultants Ltd,VWC,Ikow,True,0,windmill,wind-powered,wind-powered,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.6515658531582608,0.3365732867145777,0.01186086012716137,12.894872669904515,20.0,0.8,0.012,6.5,5.0,9.1,8.0,5
59934,50.0,2011-03-20,Private,78,DAWASCO,38.87194746,-6.7340268,Kongowe Primary School,0,Wami / Ruvu,Kongowe Kati,Pwani,6,2,Kibaha,Kibaha,1.0,False,GeoData Consultants Ltd,Water authority,Water from DAWASCO,True,2004,mono,mono,motorpump,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.9461386476870411,0.03405785851932636,0.019803493793632564,0.29185822791827654,11.0,0.8,0.02,3.9,1.5,1.8,5.6,10
39913,0.0,2013-02-23,Adra,1646,Adra,35.49385552,-4.40656151,Gwaidami,0,Internal,Garbapi,Manyara,21,2,Hanang,Endasak,291.0,True,GeoData Consultants Ltd,VWC,Kijiji,True,2004,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.9784048310261287,0.004636903783387704,0.01695826519048375,0.16888030077667024,7.0,0.8,0.017,4.8,7.1,1.4,4.2,5
70268,20000.0,2013-09-03,Oxfam,1538,DWE,36.68838957,-3.33813374,Kwa Tiophulo,0,Pangani,Oltroto,Arusha,2,2,Arusha Rural,Oltroto,300.0,True,GeoData Consultants Ltd,VWC,Nabaiye pipe line,True,1995,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.9856031354645038,0.00285506311898445,0.01154180141651188,0.5523169188637561,15.0,0.8,0.012,6.6,7.2,2.7,6.8,10
70766,0.0,2013-03-23,Longido Sec School,1359,LONGIDO SEC SCHOOL,36.70648554,-2.73183015,Shuleni,0,Internal,Longido Sec Sc,Arusha,2,6,Longido,Longido,400.0,True,GeoData Consultants Ltd,Parastatal,,,2008,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.980677482731262,0.004194854333046139,0.015127662935691892,0.20602911666997106,2.0,0.8,0.015,5.3,7.9,1.5,2.0,7
49943,0.0,2013-02-04,Lwi,0,LWI,0.0,-2e-08,Muungano C,0,Lake Victoria,Kadoto A,Shinyanga,17,1,Bariadi,Sakwe,500.0,True,GeoData Consultants Ltd,WUG,,False,0,india mark ii,india mark ii,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.831235869747327,0.15783544715362222,0.010928683099050804,2.435665434016378,11.0,0.8,0.011,7.8,8.8,5.5,5.6,10
9231,0.0,2013-02-15,Undp,460,Government,34.94611747,-11.46818298,Kwa Mzee Chichango,0,Lake Nyasa,Mteremka,Ruvuma,10,3,Mbinga,Chiwanda,40.0,,GeoData Consultants Ltd,VWC,Government,True,2013,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9641096532588144,0.014956881545276822,0.020933465195908774,0.2572202244867746,3.0,0.8,0.021,3.8,2.5,1.7,2.5,10
23013,0.0,2013-03-18,Lawatefuka Water Supply,1009,Lawatefuka water sup,37.08464393,-3.30304775,Kwa Paulina Sindiu,0,Pangani,Nepolisi,Kilimanjaro,3,7,Siha,Siha Kati,1.0,True,GeoData Consultants Ltd,Water Board,BL Msumbiji,True,2005,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9810512869009947,0.0018911588711794018,0.01705755422782575,1.2672353540737407,16.0,0.8,0.017,4.7,1.5,4.1,7.1,10
12527,200.0,2011-03-12,Government Of Tanzania,2427,Commu,33.94436804,-9.22312767,none,0,Lake Nyasa,Kalalo,Iringa,11,3,Makete,Ipelele,50.0,True,GeoData Consultants Ltd,VWC,Makeve,False,1986,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9838508565603813,0.0006877184304705454,0.015461425009148074,1.451309257775416,12.0,0.8,0.015,5.1,2.7,4.4,6.1,10
2255,0.0,2011-03-05,Twe,1642,TWE,35.04756157,-9.42961808,none,0,Rufiji,Mjimwema,Iringa,11,4,Njombe,Kifanya,38.0,True,GeoData Consultants Ltd,VWC,Mabafu,False,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9733625383044068,0.005439611976736584,0.021197849718856524,0.32690621726209546,4.0,0.8,0.021,3.9,2.4,2.0,3.0,10
16949,0.0,2013-01-19,,1750,,34.92816688,-4.80879247,Msikii Primary,0,Internal,Msikii,Singida,13,2,Singida Rural,Kinyeto,305.0,True,GeoData Consultants Ltd,VWC,,,2000,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.848801747553055,0.139687328084632,0.01151092436231299,4.096782826676215,29.0,0.8,0.012,6.9,7.3,6.6,9.0,5
28181,5.0,2013-03-28,Ces (gmbh),1484,DWE,37.27144627,-3.20759339,Kwa Lucresia Baltazary,0,Pangani,Kifuni Madukani,Kilimanjaro,3,4,Moshi Rural,Kibosho Magharibi,30.0,True,GeoData Consultants Ltd,Water Board,Lyamungo umbwe water supply,True,2007,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.9823942872155028,0.0017310589665245513,0.015874653817972702,0.4829487128688522,23.0,0.8,0.016,4.8,2.3,2.5,8.4,10
35699,0.0,2011-10-07,Kyela Council,0,DWE},33.92419486,-9.59580887,Kwa Josia Mwaiswelo,0,Lake Nyasa,Katyongoli,Mbeya,12,3,Kyela,Kajunjumele,150.0,True,GeoData Consultants Ltd,VWC,no scheme,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,fluoride,fluoride,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,0.9844425213267889,0.003385843171762706,0.012171635501448405,1.1626734528047602,106.0,0.8,0.012,6.5,5.0,4.0,10.0,10
52681,1500.0,2011-02-28,Adb,1727,DWE,34.8769325,-8.96644834,Rc Church Itipingi,0,Rufiji,Mbata,Iringa,11,4,Njombe,Igongolo,80.0,True,GeoData Consultants Ltd,VWC,Itipingi gravity water sche,False,2009,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9843340644813706,0.0007435297294477069,0.014922405789181548,1.6013180968432696,14.0,0.8,0.015,5.4,3.2,4.6,6.6,10
61221,0.0,2011-03-12,World Bank,0,Commu,36.44772996,-5.96700525,Hogoro Shuleni,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Hogoro,150.0,True,GeoData Consultants Ltd,VWC,Cham,True,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.9766595560321966,0.007491721518012577,0.01584872244979087,1.8681044348234066,6.0,0.8,0.016,4.8,5.0,4.8,3.8,5
17609,1000.0,2013-10-02,Danida,522,DANIDA,34.63409023,-11.00304873,Angrikana,0,Lake Nyasa,Njambe,Ruvuma,10,3,Mbinga,Kihagara,60.0,,GeoData Consultants Ltd,VWC,DANIDA,True,2010,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9651318915870711,0.019407253061058113,0.015460855351870806,1.0481936648034753,11.0,0.8,0.015,5.0,3.0,3.8,5.6,10
43978,100.0,2011-03-19,Government Of Tanzania,2116,Commu,33.98504961,-8.9881064,none,0,Rufiji,Makusi,Iringa,11,3,Makete,Mlondwe,50.0,True,GeoData Consultants Ltd,VWC,Makusi,False,1974,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.983297861841064,0.00046256205803624537,0.016239576100899832,3.348103250511039,2.0,0.8,0.016,5.0,2.7,6.2,2.0,10
64091,0.0,2012-10-22,Rwssp,1373,DWE,34.239008,-2.95292603,Muungano,0,Lake Victoria,Nambaro,Shinyanga,17,1,Bariadi,Mhunze,300.0,True,GeoData Consultants Ltd,WUG,,False,2005,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.8162548422923274,0.17099021252327437,0.012754945184398467,1.0870960580056397,6.0,0.8,0.013,6.4,7.2,3.8,3.8,10
37242,5.0,2013-03-29,Ces (gmbh),1207,DWE,37.27612132,-3.25438071,Kwa Juliani Albert,0,Pangani,Masherini,Kilimanjaro,3,4,Moshi Rural,Kibosho Magharibi,40.0,True,GeoData Consultants Ltd,Water Board,Lyamungo umbwe water supply,True,2007,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.9839779684862148,0.0015742664399202196,0.014447765073865122,0.900288395458687,28.0,0.8,0.014,5.2,2.5,3.5,8.9,10
73429,500.0,2011-06-04,Adb,1774,WDE,34.68290188,-9.13441055,Kwa Evelina Mlowe,0,Rufiji,Yeriko,Iringa,11,4,Njombe,Mdandu,52.0,True,GeoData Consultants Ltd,VWC,mdandu water supply scheme,True,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.9376818199154799,0.042073013962404156,0.020245166122116045,0.4391412985457636,14.0,0.8,0.02,3.7,2.9,2.3,6.6,5
4919,0.0,2013-02-04,,0,DWSP,0.0,-2e-08,Azimio Star,0,Lake Victoria,Kikugara,Shinyanga,17,1,Bariadi,Zagayu,500.0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.36021991138084325,0.6272525453048808,0.01252754331427585,2.435665434016378,11.0,0.8,0.013,6.8,8.8,5.5,5.6,5
61489,0.0,2011-03-14,Danida,898,DANID,36.0606257,-7.28982862,none,0,Rufiji,Nyakavangala A,Iringa,11,1,Iringa Rural,Malenga Makali,1.0,True,GeoData Consultants Ltd,VWC,Maleng,True,1993,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe,0.9773442588917138,0.00365172116487323,0.019004019943413008,4.6640263579557715,1.0,0.8,0.019,4.0,1.5,6.9,1.6,7
74063,50.0,2011-02-25,Private Individual,23,Da,38.85019173,-6.58505723,Kidoto,0,Wami / Ruvu,Bwembweni,Pwani,6,1,Bagamoyo,Yombo,10.0,False,GeoData Consultants Ltd,Company,Bagamoyo Wate,True,2010,mono,mono,motorpump,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.9828905502667714,0.00010523966209002719,0.017004210071138448,0.2851110847747738,19.0,0.8,0.017,4.4,2.1,1.8,7.7,10
38514,0.0,2013-01-03,Government Of Tanzania,978,DWE,37.39510609,-3.32485092,Kwa Saria Mshiu,0,Pangani,Makomba,Kilimanjaro,3,4,Moshi Rural,Old Moshi Mashariki,65.0,True,GeoData Consultants Ltd,VWC,Kidia kilemapunda,True,1975,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.8952775042819144,0.0857184035407383,0.019004092177347384,0.40462611947306204,63.0,0.8,0.019,4.2,3.1,2.2,9.7,5
405,0.0,2011-03-30,,0,,33.03571048,-9.37407346,Shuleni,0,Lake Nyasa,Chitete,Mbeya,12,5,Ileje,Chitete,150.0,True,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.9816981994084228,0.001067468356666031,0.017234332234911238,1.048833037224443,5.0,0.8,0.017,4.5,5.0,3.8,3.4,5
1591,5.0,2013-03-13,Private Individual,1431,Dmdd,35.55877727,-3.36172812,Kwa Bohai,0,Internal,Kiwanja,Arusha,24,30,Karatu,Oldeani,100.0,True,GeoData Consultants Ltd,VWC,Gyewasu,True,2002,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.9811630672494364,0.0005496546421702679,0.018287278108393392,0.5668330432401378,0.0,0.8,0.018,4.3,3.6,2.7,1.2,10
70038,5.0,2013-03-29,Ces (gmbh),1322,DWE,37.26173056,-3.23568651,Kwa Leonard Soka,0,Pangani,Mnara,Kilimanjaro,3,4,Moshi Rural,Kibosho Magharibi,45.0,True,GeoData Consultants Ltd,Water Board,Lyamungo umbwe water supply,True,2007,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.9837494883000298,0.0010255286117153005,0.015224983088255073,1.1254546898301347,25.0,0.8,0.015,5.3,2.5,3.9,8.6,10
45594,6.0,2013-03-03,Ces(gmbh),1501,DWE,37.45692287,-3.31640269,Kwa Michael David Temba,0,Pangani,Lyambongo,Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Magharibi,40.0,True,GeoData Consultants Ltd,Water Board,Kirua kahe gravity water supply trust,True,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.9711196658627216,0.013575650194193429,0.015304683943084901,0.4463539472724195,70.0,0.8,0.015,5.0,2.5,2.4,9.8,10
